crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
376,IPC-SexualOffence,2026-01-17T14:00:00,13.016529,77.540227,"Sector 25, Zone 3","Base dataset FIR #28: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
420,IPC-Fraud,2025-08-19T07:35:00,13.028107,80.240528,"Sector 4, Zone 9","Base dataset FIR #29: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
376,IPC-SexualOffence,2026-03-19T08:40:00,13.052687,80.273382,"Sector 38, Zone 7","Base dataset FIR #30: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
MV-184,Accident-RashDriving,2025-11-29T19:53:00,12.96846,77.625685,"Sector 5, Zone 8","Base dataset FIR #31: Accident-RashDriving recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,True,False,3
420,IPC-Fraud,2026-01-01T10:16:00,13.044771,80.224395,"Sector 47, Zone 5","Base dataset FIR #32: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-12-17T06:01:00,13.030463,80.274319,"Sector 40, Zone 3","Base dataset FIR #33: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
376,IPC-SexualOffence,2025-12-03T15:41:00,13.031737,80.341083,"Sector 18, Zone 11","Base dataset FIR #34: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
376,IPC-SexualOffence,2025-08-28T02:14:00,13.150006,80.320255,"Sector 12, Zone 3","Base dataset FIR #35: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
379,IPC-Theft,2025-11-08T19:58:00,13.030774,80.244571,"Sector 4, Zone 4","Base dataset FIR #36: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
379,IPC-Theft,2025-08-29T07:39:00,13.053821,80.333002,"Sector 30, Zone 6","Base dataset FIR #37: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
376,IPC-SexualOffence,2025-12-14T12:27:00,13.025467,80.239164,"Sector 11, Zone 6","Base dataset FIR #38: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
376,IPC-SexualOffence,2026-02-25T16:15:00,12.928327,77.609021,"Sector 17, Zone 9","Base dataset FIR #39: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2025-09-15T15:44:00,13.030419,80.254051,"Sector 18, Zone 10","Base dataset FIR #40: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
379,IPC-Theft,2025-09-24T18:36:00,12.917909,77.585899,"Sector 31, Zone 4","Base dataset FIR #41: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
376,IPC-SexualOffence,2025-08-09T04:35:00,12.999443,77.572035,"Sector 34, Zone 7","Base dataset FIR #42: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
420,IPC-Fraud,2025-11-03T10:19:00,13.029669,80.218779,"Sector 50, Zone 2","Base dataset FIR #43: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
376,IPC-SexualOffence,2026-01-06T10:46:00,13.025609,80.337051,"Sector 15, Zone 6","Base dataset FIR #44: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
307,IPC-AttemptToMurder,2025-08-29T08:47:00,13.059576,80.253598,"Sector 34, Zone 8","Base dataset FIR #45: IPC-AttemptToMurder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,4
323,IPC-Assault,2025-10-24T19:41:00,13.032694,80.262053,"Sector 48, Zone 7","Base dataset FIR #46: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2025-12-27T13:25:00,13.041587,80.243882,"Sector 12, Zone 5","Base dataset FIR #47: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
376,IPC-SexualOffence,2026-01-06T10:05:00,13.022996,80.269335,"Sector 35, Zone 5","Base dataset FIR #48: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2025-11-11T09:41:00,13.055034,80.234016,"Sector 5, Zone 3","Base dataset FIR #49: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2025-09-20T15:52:00,13.127263,80.305029,"Sector 44, Zone 2","Base dataset FIR #50: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
420,IPC-Fraud,2025-08-17T22:34:00,13.042258,80.257113,"Sector 40, Zone 4","Base dataset FIR #51: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
420,IPC-Fraud,2025-08-24T05:30:00,13.050537,80.241869,"Sector 14, Zone 7","Base dataset FIR #52: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
420,IPC-Fraud,2026-02-08T01:30:00,13.030812,80.257802,"Sector 36, Zone 6","Base dataset FIR #53: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-08-28T13:42:00,13.050392,80.230707,"Sector 31, Zone 5","Base dataset FIR #54: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,4
376,IPC-SexualOffence,2025-09-25T04:17:00,13.033527,80.248434,"Sector 48, Zone 3","Base dataset FIR #55: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
379,IPC-Theft,2026-01-04T17:52:00,13.046537,80.250673,"Sector 35, Zone 8","Base dataset FIR #56: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
376,IPC-SexualOffence,2025-08-09T10:44:00,12.972891,77.632563,"Sector 43, Zone 3","Base dataset FIR #57: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
376,IPC-SexualOffence,2025-12-27T10:03:00,12.95212,77.645383,"Sector 43, Zone 12","Base dataset FIR #58: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2025-09-15T10:31:00,13.032189,80.232181,"Sector 18, Zone 9","Base dataset FIR #59: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
379,IPC-Theft,2026-02-11T13:19:00,13.002998,77.592263,"Sector 1, Zone 9","Base dataset FIR #60: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
376,IPC-SexualOffence,2026-02-05T10:35:00,12.963451,77.650387,"Sector 25, Zone 7","Base dataset FIR #61: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
323,IPC-Assault,2026-03-15T12:10:00,12.911926,77.627014,"Sector 33, Zone 12","Base dataset FIR #62: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
376,IPC-SexualOffence,2026-01-27T09:57:00,13.049481,80.243671,"Sector 36, Zone 11","Base dataset FIR #63: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
379,IPC-Theft,2025-10-09T12:03:00,13.044212,80.239832,"Sector 14, Zone 8","Base dataset FIR #64: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
376,IPC-SexualOffence,2025-10-12T00:11:00,12.946818,77.654431,"Sector 27, Zone 9","Base dataset FIR #65: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2025-08-16T16:37:00,13.090042,80.276762,"Sector 25, Zone 2","Base dataset FIR #66: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
379,IPC-Theft,2025-11-28T23:33:00,13.02853,80.236613,"Sector 5, Zone 1","Base dataset FIR #67: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
420,IPC-Fraud,2025-10-16T02:15:00,13.056808,80.248408,"Sector 47, Zone 12","Base dataset FIR #68: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
376,IPC-SexualOffence,2026-03-05T07:34:00,13.057063,80.240109,"Sector 37, Zone 11","Base dataset FIR #69: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
323,IPC-Assault,2025-11-02T06:09:00,13.050266,80.247091,"Sector 50, Zone 4","Base dataset FIR #70: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
379,IPC-Theft,2025-12-11T12:28:00,12.950972,77.622108,"Sector 16, Zone 12","Base dataset FIR #71: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
379,IPC-Theft,2025-09-06T03:03:00,13.089421,80.2209,"Sector 1, Zone 7","Base dataset FIR #72: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
376,IPC-SexualOffence,2026-03-29T18:02:00,13.064413,80.336965,"Sector 18, Zone 8","Base dataset FIR #73: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
420,IPC-Fraud,2026-02-08T02:42:00,12.953045,77.652628,"Sector 21, Zone 9","Base dataset FIR #74: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,3
376,IPC-SexualOffence,2025-11-03T17:59:00,13.02641,77.60098,"Sector 40, Zone 12","Base dataset FIR #75: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
MV-184,Accident-RashDriving,2026-02-11T08:10:00,12.974772,77.652115,"Sector 8, Zone 6","Base dataset FIR #76: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,True,3
376,IPC-SexualOffence,2025-09-20T00:16:00,12.908322,77.537066,"Sector 48, Zone 12","Base dataset FIR #77: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
323,IPC-Assault,2026-03-09T19:23:00,13.037609,80.228183,"Sector 24, Zone 2","Base dataset FIR #78: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
420,IPC-Fraud,2026-01-21T13:37:00,12.954848,77.632236,"Sector 50, Zone 3","Base dataset FIR #79: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
376,IPC-SexualOffence,2026-01-24T12:05:00,13.033787,80.229451,"Sector 23, Zone 12","Base dataset FIR #80: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
376,IPC-SexualOffence,2025-11-16T03:36:00,13.044924,80.253877,"Sector 44, Zone 10","Base dataset FIR #81: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
323,IPC-Assault,2026-02-24T23:31:00,13.058828,80.256954,"Sector 46, Zone 10","Base dataset FIR #82: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,2
323,IPC-Assault,2025-11-01T21:02:00,13.053327,80.268074,"Sector 5, Zone 5","Base dataset FIR #83: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,2
307,IPC-AttemptToMurder,2026-01-20T02:55:00,13.030668,80.249719,"Sector 44, Zone 5","Base dataset FIR #84: IPC-AttemptToMurder recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,4
323,IPC-Assault,2025-12-16T07:34:00,12.951262,77.643154,"Sector 11, Zone 1","Base dataset FIR #85: IPC-Assault recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,2
ARMS-25,ArmsAct-IllegalWeapon,2025-11-15T15:35:00,13.01469,77.580339,"Sector 36, Zone 6","Base dataset FIR #86: ArmsAct-IllegalWeapon recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
376,IPC-SexualOffence,2025-11-04T13:29:00,13.014748,77.576569,"Sector 12, Zone 12","Base dataset FIR #87: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
376,IPC-SexualOffence,2026-01-27T09:44:00,12.960261,77.64432,"Sector 30, Zone 2","Base dataset FIR #88: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
307,IPC-AttemptToMurder,2026-02-28T12:29:00,13.04428,80.267484,"Sector 11, Zone 12","Base dataset FIR #89: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
379,IPC-Theft,2026-02-20T01:16:00,12.953078,77.64721,"Sector 8, Zone 1","Base dataset FIR #90: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
MV-184,Accident-RashDriving,2025-09-22T10:29:00,13.030103,80.260859,"Sector 46, Zone 9","Base dataset FIR #91: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
307,IPC-AttemptToMurder,2026-03-09T23:39:00,13.057627,80.241856,"Sector 3, Zone 3","Base dataset FIR #92: IPC-AttemptToMurder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
323,IPC-Assault,2026-03-08T10:29:00,12.952118,77.642559,"Sector 39, Zone 7","Base dataset FIR #93: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2025-12-16T05:41:00,13.049065,80.249655,"Sector 50, Zone 9","Base dataset FIR #94: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,2
376,IPC-SexualOffence,2026-03-21T14:38:00,12.921371,77.658223,"Sector 9, Zone 6","Base dataset FIR #95: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
ARMS-25,ArmsAct-IllegalWeapon,2025-12-02T08:41:00,13.042767,80.221136,"Sector 34, Zone 9","Base dataset FIR #96: ArmsAct-IllegalWeapon recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
376,IPC-SexualOffence,2026-02-21T19:15:00,12.960413,77.604707,"Sector 22, Zone 10","Base dataset FIR #97: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,5
376,IPC-SexualOffence,2025-10-17T01:55:00,13.042443,80.244832,"Sector 12, Zone 10","Base dataset FIR #98: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
379,IPC-Theft,2026-01-14T11:23:00,13.039338,80.223255,"Sector 6, Zone 7","Base dataset FIR #99: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2025-11-04T18:29:00,12.977561,77.619178,"Sector 24, Zone 11","Base dataset FIR #100: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
307,IPC-AttemptToMurder,2025-08-19T03:33:00,13.028503,80.233294,"Sector 39, Zone 7","Base dataset FIR #101: IPC-AttemptToMurder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2025-11-06T12:48:00,12.961996,77.626451,"Sector 48, Zone 3","Base dataset FIR #102: ArmsAct-IllegalWeapon recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
376,IPC-SexualOffence,2026-01-30T04:24:00,13.046469,80.23931,"Sector 39, Zone 9","Base dataset FIR #103: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
376,IPC-SexualOffence,2026-03-15T09:18:00,12.969741,77.651258,"Sector 31, Zone 2","Base dataset FIR #104: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
376,IPC-SexualOffence,2025-08-21T00:45:00,12.973382,77.643795,"Sector 21, Zone 9","Base dataset FIR #105: IPC-SexualOffence recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,5
376,IPC-SexualOffence,2025-09-11T13:01:00,12.992824,77.576205,"Sector 12, Zone 9","Base dataset FIR #106: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
376,IPC-SexualOffence,2026-02-21T12:32:00,12.958684,77.635774,"Sector 3, Zone 2","Base dataset FIR #107: IPC-SexualOffence recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,5
323,IPC-Assault,2025-11-17T04:07:00,12.953985,77.644355,"Sector 31, Zone 10","Base dataset FIR #108: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-08-12T13:32:00,13.063977,80.265167,"Sector 39, Zone 11","Base dataset FIR #109: Accident-RashDriving recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,True,True,3
376,IPC-SexualOffence,2026-03-16T04:54:00,12.970456,77.624941,"Sector 15, Zone 7","Base dataset FIR #110: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,5
379,IPC-Theft,2026-02-16T05:29:00,13.04056,80.235416,"Sector 25, Zone 5","Base dataset FIR #111: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
376,IPC-SexualOffence,2026-01-19T19:40:00,13.042004,80.222883,"Sector 12, Zone 6","Base dataset FIR #112: IPC-SexualOffence recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,True,5
376,IPC-SexualOffence,2026-01-24T00:28:00,12.952936,77.577241,"Sector 7, Zone 9","Base dataset FIR #113: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
NDPS-21,NDPS-DrugPossession,2025-08-08T23:59:00,13.044246,80.248239,"Sector 34, Zone 5","Base dataset FIR #114: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
