crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
ARMS-25,ArmsAct-IllegalWeapon,2025-12-13T20:43:00,13.106798,80.337792,"Sector 3, Zone 4","Base dataset FIR #35: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
MV-184,Accident-RashDriving,2026-03-14T12:27:00,17.412761,78.450321,"Sector 5, Zone 3","Base dataset FIR #36: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-10-17T06:51:00,13.023533,80.174406,"Sector 14, Zone 7","Base dataset FIR #37: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
323,IPC-Assault,2025-12-17T14:29:00,17.423632,78.45586,"Sector 15, Zone 12","Base dataset FIR #38: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,True,2
379,IPC-Theft,2026-03-13T15:44:00,17.417788,78.443943,"Sector 16, Zone 2","Base dataset FIR #39: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
323,IPC-Assault,2026-02-02T00:34:00,17.409872,78.450103,"Sector 40, Zone 6","Base dataset FIR #40: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-10-21T18:39:00,12.991203,80.226159,"Sector 12, Zone 1","Base dataset FIR #41: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
NDPS-21,NDPS-DrugPossession,2025-12-16T21:45:00,12.979602,80.206423,"Sector 19, Zone 2","Base dataset FIR #42: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
MV-184,Accident-RashDriving,2025-11-16T20:24:00,13.027739,80.176551,"Sector 40, Zone 2","Base dataset FIR #43: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
323,IPC-Assault,2026-01-06T07:40:00,13.045685,80.183034,"Sector 30, Zone 9","Base dataset FIR #44: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2026-02-24T14:38:00,17.345019,78.49835,"Sector 16, Zone 12","Base dataset FIR #45: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-10-25T10:10:00,17.370169,78.414125,"Sector 40, Zone 3","Base dataset FIR #46: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-01-02T15:21:00,17.416146,78.546638,"Sector 10, Zone 5","Base dataset FIR #47: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
NDPS-21,NDPS-DrugPossession,2026-03-23T20:47:00,13.138184,80.208143,"Sector 2, Zone 2","Base dataset FIR #48: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
MV-184,Accident-RashDriving,2026-02-23T06:38:00,13.032606,80.171605,"Sector 40, Zone 4","Base dataset FIR #49: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
323,IPC-Assault,2025-10-18T08:45:00,12.968363,80.22878,"Sector 24, Zone 3","Base dataset FIR #50: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
379,IPC-Theft,2025-12-29T02:04:00,12.984176,80.210976,"Sector 27, Zone 5","Base dataset FIR #51: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-12-27T03:52:00,13.141266,80.24622,"Sector 3, Zone 12","Base dataset FIR #52: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-11-18T04:50:00,12.987609,80.220636,"Sector 5, Zone 8","Base dataset FIR #53: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
420,IPC-Fraud,2026-01-03T22:20:00,17.437559,78.442157,"Sector 22, Zone 4","Base dataset FIR #54: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2025-11-26T09:23:00,17.399125,78.422299,"Sector 40, Zone 4","Base dataset FIR #55: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-02-13T07:33:00,13.063307,80.21015,"Sector 25, Zone 7","Base dataset FIR #56: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2026-03-16T20:43:00,13.134916,80.227685,"Sector 50, Zone 12","Base dataset FIR #57: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2026-01-11T10:24:00,12.99548,80.220057,"Sector 14, Zone 3","Base dataset FIR #58: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
MV-184,Accident-RashDriving,2025-11-27T17:51:00,13.040906,80.182691,"Sector 5, Zone 2","Base dataset FIR #59: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
379,IPC-Theft,2026-02-08T16:52:00,17.333753,78.473262,"Sector 22, Zone 12","Base dataset FIR #60: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
379,IPC-Theft,2026-01-12T04:28:00,13.046601,80.21821,"Sector 31, Zone 11","Base dataset FIR #61: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2026-02-15T12:42:00,17.425839,78.454757,"Sector 30, Zone 1","Base dataset FIR #62: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-11-03T12:16:00,17.442453,78.542906,"Sector 16, Zone 10","Base dataset FIR #63: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
323,IPC-Assault,2025-11-14T09:38:00,13.045441,80.182673,"Sector 14, Zone 4","Base dataset FIR #64: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
MV-184,Accident-RashDriving,2026-02-09T14:42:00,17.369819,78.415957,"Sector 41, Zone 2","Base dataset FIR #65: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-13T23:51:00,17.421614,78.446209,"Sector 35, Zone 12","Base dataset FIR #66: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
323,IPC-Assault,2026-01-20T11:49:00,17.412399,78.426781,"Sector 46, Zone 12","Base dataset FIR #67: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
420,IPC-Fraud,2026-03-10T23:23:00,17.453537,78.470949,"Sector 48, Zone 10","Base dataset FIR #68: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
NDPS-21,NDPS-DrugPossession,2025-10-20T12:48:00,13.033691,80.169866,"Sector 42, Zone 9","Base dataset FIR #69: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
420,IPC-Fraud,2026-02-14T07:48:00,17.420746,78.480318,"Sector 25, Zone 5","Base dataset FIR #70: IPC-Fraud recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
302,IPC-Murder,2026-02-12T00:42:00,13.031224,80.177773,"Sector 47, Zone 1","Base dataset FIR #71: IPC-Murder recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,5
MV-184,Accident-RashDriving,2025-12-04T13:45:00,17.405878,78.442246,"Sector 19, Zone 8","Base dataset FIR #72: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
323,IPC-Assault,2026-02-05T08:58:00,17.411604,78.447189,"Sector 20, Zone 5","Base dataset FIR #73: IPC-Assault recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
420,IPC-Fraud,2026-01-04T10:10:00,17.388877,78.531819,"Sector 38, Zone 1","Base dataset FIR #74: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2025-10-27T15:47:00,13.085575,80.314137,"Sector 11, Zone 9","Base dataset FIR #75: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-01-10T19:59:00,13.031401,80.1937,"Sector 25, Zone 9","Base dataset FIR #76: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
302,IPC-Murder,2026-01-06T02:34:00,13.037126,80.166828,"Sector 30, Zone 5","Base dataset FIR #77: IPC-Murder recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,5
379,IPC-Theft,2025-10-14T11:46:00,17.360441,78.452307,"Sector 29, Zone 3","Base dataset FIR #78: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
379,IPC-Theft,2026-01-06T17:14:00,13.04418,80.199638,"Sector 16, Zone 3","Base dataset FIR #79: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2026-04-04T13:10:00,13.013171,80.260153,"Sector 6, Zone 12","Base dataset FIR #80: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2025-12-24T13:48:00,12.992235,80.233556,"Sector 3, Zone 4","Base dataset FIR #81: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
NDPS-21,NDPS-DrugPossession,2025-12-21T23:17:00,13.01159,80.175991,"Sector 33, Zone 12","Base dataset FIR #82: NDPS-DrugPossession recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
MV-184,Accident-RashDriving,2025-12-18T03:35:00,13.020986,80.197987,"Sector 43, Zone 6","Base dataset FIR #83: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-11-06T05:16:00,17.415406,78.553633,"Sector 33, Zone 12","Base dataset FIR #84: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
NDPS-21,NDPS-DrugPossession,2025-11-03T02:41:00,12.983567,80.210944,"Sector 30, Zone 8","Base dataset FIR #85: NDPS-DrugPossession recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
323,IPC-Assault,2026-03-07T12:19:00,17.40747,78.439208,"Sector 22, Zone 2","Base dataset FIR #86: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
MV-184,Accident-RashDriving,2025-12-07T04:10:00,17.373307,78.451315,"Sector 6, Zone 11","Base dataset FIR #87: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
323,IPC-Assault,2026-02-14T08:16:00,12.992,80.205843,"Sector 32, Zone 11","Base dataset FIR #88: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
MV-184,Accident-RashDriving,2026-01-31T13:48:00,12.971734,80.221387,"Sector 20, Zone 11","Base dataset FIR #89: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
379,IPC-Theft,2026-03-22T22:19:00,17.383739,78.51346,"Sector 50, Zone 3","Base dataset FIR #90: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2026-01-19T18:42:00,13.045577,80.186309,"Sector 3, Zone 9","Base dataset FIR #91: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
302,IPC-Murder,2026-01-15T06:35:00,13.062567,80.340712,"Sector 8, Zone 7","Base dataset FIR #92: IPC-Murder recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,True,5
MV-184,Accident-RashDriving,2026-01-25T07:45:00,13.019322,80.171678,"Sector 18, Zone 5","Base dataset FIR #93: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
379,IPC-Theft,2025-10-17T20:59:00,12.993061,80.214683,"Sector 48, Zone 2","Base dataset FIR #94: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2026-03-26T18:01:00,17.326952,78.490319,"Sector 17, Zone 11","Base dataset FIR #95: NDPS-DrugPossession recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
NDPS-21,NDPS-DrugPossession,2026-02-24T11:52:00,17.439103,78.430926,"Sector 50, Zone 6","Base dataset FIR #96: NDPS-DrugPossession recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
MV-184,Accident-RashDriving,2025-12-24T19:11:00,13.105342,80.277819,"Sector 19, Zone 4","Base dataset FIR #97: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-11-14T17:45:00,17.421934,78.440428,"Sector 49, Zone 5","Base dataset FIR #98: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-13T16:54:00,17.413166,78.434765,"Sector 1, Zone 12","Base dataset FIR #99: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2026-03-24T04:06:00,12.963633,80.212893,"Sector 25, Zone 6","Base dataset FIR #100: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
MV-184,Accident-RashDriving,2025-10-08T03:44:00,17.458331,78.503642,"Sector 35, Zone 6","Base dataset FIR #101: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-12-03T05:03:00,13.029652,80.317101,"Sector 49, Zone 4","Base dataset FIR #102: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
323,IPC-Assault,2025-12-11T14:08:00,13.035972,80.202498,"Sector 11, Zone 6","Base dataset FIR #103: IPC-Assault recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
MV-184,Accident-RashDriving,2026-03-11T11:12:00,13.023867,80.169788,"Sector 5, Zone 10","Base dataset FIR #104: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-01-16T11:35:00,17.4314,78.446244,"Sector 47, Zone 9","Base dataset FIR #105: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
NDPS-21,NDPS-DrugPossession,2025-12-09T23:18:00,13.124734,80.321308,"Sector 39, Zone 4","Base dataset FIR #106: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
MV-184,Accident-RashDriving,2026-03-13T02:27:00,17.4365,78.447827,"Sector 4, Zone 5","Base dataset FIR #107: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-02-01T00:31:00,13.037147,80.182613,"Sector 5, Zone 2","Base dataset FIR #108: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
NDPS-21,NDPS-DrugPossession,2026-03-24T16:06:00,13.016276,80.18085,"Sector 39, Zone 10","Base dataset FIR #109: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
MV-184,Accident-RashDriving,2026-03-05T03:01:00,13.029404,80.200979,"Sector 37, Zone 5","Base dataset FIR #110: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2026-02-26T19:06:00,12.993081,80.20977,"Sector 38, Zone 12","Base dataset FIR #111: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
MV-184,Accident-RashDriving,2025-10-11T09:55:00,13.128315,80.232224,"Sector 15, Zone 8","Base dataset FIR #112: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
